CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100),,Customer Email
40,Female,20,37,75,,greenholt.diana@hotmail.com
41,Female,65,38,35,,frami.ines@hotmail.com
42,Male,24,38,92,,myrtis83@hotmail.com
43,Male,48,39,36,,alta.bahringer@gmail.com
44,Female,31,39,61,,kenyon.bins@nader.com
45,Female,49,39,28,,adrien17@mills.com
46,Female,24,39,65,,marc71@yahoo.com
47,Female,50,40,55,,herminio22@hotmail.com
48,Female,27,40,47,,lee66@abbott.com
49,Female,29,40,42,,iroberts@beatty.com
50,Female,31,40,42,,vtowne@yahoo.com
51,Female,49,42,52,,lwolff@becker.com
52,Male,33,42,60,,hugh52@cronin.com
53,Female,31,43,54,,herminio27@yahoo.com
54,Male,59,43,60,,rodrick27@yahoo.com
55,Female,50,43,45,,damien63@stamm.com
56,Male,47,43,41,,tiana.doyle@yahoo.com
57,Female,51,44,50,,augustus.rosenbaum@yahoo.com
58,Male,69,44,46,,willa80@gmail.com
59,Female,27,46,51,,rey.kuhn@hotmail.com
60,Male,53,46,46,,fstokes@yahoo.com
61,Male,70,46,56,,eauer@yahoo.com
62,Male,19,46,55,,aniya.waters@raynor.com
63,Female,67,47,52,,theo74@powlowski.com
64,Female,54,47,59,,rlind@wyman.info
65,Male,63,48,51,,eortiz@yahoo.com
66,Male,18,48,59,,krista38@yahoo.com
67,Female,43,48,50,,bode.kory@kessler.com
68,Female,68,48,48,,skiles.deven@wolff.biz
69,Male,19,48,59,,andre.turner@gmail.com
70,Female,32,48,47,,mary93@pagac.biz
71,Male,70,49,55,,trussel@hotmail.com
72,Female,47,49,42,,roslyn.cruickshank@yahoo.com
73,Female,60,50,49,,arlene84@fisher.com
74,Female,60,50,56,,savannah.hoppe@gorczany.com
75,Male,59,54,47,,oma83@yahoo.com
76,Male,26,54,54,,trisha53@carroll.com
77,Female,45,54,53,,jaquan67@beier.com
78,Male,40,54,48,,batz.wayne@bednar.org
79,Female,23,54,52,,smccullough@yahoo.com
80,Female,49,54,42,,kreiger.roslyn@homenick.com
81,Male,57,54,51,,cummerata.lilliana@gmail.com
82,Male,38,54,55,,maddison.rowe@yahoo.com
83,Male,67,54,41,,deshaun.lueilwitz@hotmail.com
84,Female,46,54,44,,lehner.johann@yahoo.com
85,Female,21,54,57,,francesca.abshire@roob.biz
86,Male,48,54,46,,else07@walter.org
87,Female,55,57,58,,dee.runte@hotmail.com
88,Female,22,57,55,,lesch.schuyler@hotmail.com
89,Female,34,58,60,,goyette.paige@yahoo.com
90,Female,50,58,46,,borer.jennifer@oberbrunner.info
91,Female,68,59,55,,xzieme@walker.com
92,Male,18,59,41,,hunter93@gmail.com
93,Male,48,60,49,,adell.goldner@bailey.net
94,Female,40,60,40,,graynor@hotmail.com
95,Female,32,60,42,,chickle@dickens.net
96,Male,24,60,52,,karen42@gmail.com
97,Female,47,60,47,,kobe.jakubowski@gmail.com
98,Female,27,60,50,,gerhard.armstrong@gmail.com
99,Male,48,61,42,,considine.margaretta@hotmail.com
100,Male,20,61,49,,tkohler@gmail.com
101,Female,23,62,41,,giovanni86@koss.org
102,Female,49,62,48,,zprice@kuhlman.com
103,Male,67,62,59,,violet79@gmail.com
104,Male,26,62,55,,thora74@hotmail.com
105,Male,49,62,56,,shields.deanna@yahoo.com
106,Female,21,62,42,,olson.nathan@larson.com
107,Female,66,63,50,,sallie.stehr@hotmail.com
108,Male,54,63,46,,kbuckridge@connelly.net
109,Male,68,63,43,,irwin.graham@jerde.com
110,Male,66,63,48,,rconnelly@hotmail.com
111,Male,65,63,52,,heaney.dejuan@hotmail.com
112,Female,19,63,54,,mhartmann@berge.net
113,Female,38,64,42,,ieichmann@gmail.com
114,Male,19,64,46,,phermann@gmail.com
115,Female,18,65,48,,connelly.merl@mills.com
116,Female,19,65,50,,kirlin.milan@block.com
117,Female,63,65,43,,trantow.elyssa@damore.com
118,Female,49,65,59,,hmosciski@gmail.com
119,Female,51,67,43,,armando.ohara@yost.com
120,Female,50,67,57,,gerhard.miller@yahoo.com
121,Male,27,67,56,,amiya52@yahoo.com
122,Female,38,67,40,,ufeil@yahoo.com
123,Female,40,69,58,,telly.conroy@gmail.com
124,Male,39,69,91,,gunner.senger@predovic.com
125,Female,23,70,29,,wmills@trantow.info
126,Female,31,70,77,,mschowalter@dicki.org
127,Male,43,71,35,,hilario27@muller.com
128,Male,40,71,95,,xpacocha@gmail.com
129,Male,59,71,11,,aullrich@gmail.com
130,Male,38,71,75,,kdenesik@yahoo.com
131,Male,47,71,9,,yrolfson@gmail.com
132,Male,39,71,75,,aurelio.franecki@oreilly.net
133,Female,25,72,34,,lakin.jocelyn@carroll.info
134,Female,31,72,71,,dorothea85@yahoo.com
135,Male,20,73,5,,pryan@batz.biz
136,Female,29,73,88,,aimee47@grimes.org
137,Female,44,73,7,,ratke.katharina@bechtelar.com
138,Male,32,73,73,,otoy@gmail.com
139,Male,19,74,10,,ugreenholt@yahoo.com
140,Female,35,74,72,,vergie.labadie@auer.org
141,Female,57,75,5,,wbartoletti@franecki.com
142,Male,32,75,93,,alessia58@feest.com
143,Female,28,76,40,,willms.zoie@hotmail.com
144,Female,32,76,87,,carroll.alyson@yahoo.com
145,Male,25,77,12,,mante.amani@yahoo.com
146,Male,28,77,97,,alvis.beer@cormier.com
147,Male,48,77,36,,susan.crona@yahoo.com
148,Female,32,77,74,,imogene.effertz@hotmail.com
149,Female,34,78,22,,earnest.connelly@witting.com
150,Male,34,78,90,,kennith91@oreilly.com
151,Male,43,78,17,,fabian.brown@leuschke.com
152,Male,39,78,88,,cleora.lynch@kilback.info
153,Female,44,78,20,,zion.veum@yahoo.com
154,Female,38,78,76,,roob.fausto@hotmail.com
155,Female,47,78,16,,anderson05@klocko.com
156,Female,27,78,89,,arnulfo04@lockman.info
157,Male,37,78,1,,else01@yahoo.com
158,Female,30,78,78,,reed.mills@hotmail.com
159,Male,34,78,1,,dangelo.quigley@yahoo.com
160,Female,30,78,73,,skylar.reichel@yahoo.com
161,Female,56,79,35,,ecarroll@sauer.biz
162,Female,29,79,83,,tkulas@dare.org
163,Male,19,81,5,,marquise.kutch@doyle.com
164,Female,31,81,93,,ladarius.pfannerstill@hotmail.com
165,Male,50,85,26,,gskiles@yahoo.com
166,Female,36,85,75,,kovacek.pearlie@gmail.com
167,Male,42,86,20,,rtowne@gmail.com
168,Female,33,86,95,,mertie89@gmail.com
169,Female,36,87,27,,chloe35@hotmail.com
170,Male,32,87,63,,sigurd05@kling.com
171,Male,40,87,13,,aleen.welch@kemmer.info
172,Male,28,87,75,,arely.krajcik@yahoo.com
173,Male,36,87,10,,maximilian.lehner@batz.org
174,Male,36,87,92,,sherwood.okeefe@hotmail.com
175,Female,52,88,13,,jones.ansley@schiller.com
176,Female,30,88,86,,hkuhn@yahoo.com
177,Male,58,88,15,,amber52@hotmail.com
178,Male,27,88,69,,mitchell.oren@smith.info
179,Male,59,93,14,,rweissnat@lockman.com
180,Male,35,93,90,,xswaniawski@trantow.com
181,Female,37,97,32,,jones.manuela@gmail.com
182,Female,32,97,86,,derrick23@waters.com
183,Male,46,98,15,,efadel@schmitt.com
184,Female,29,98,88,,delaney43@gmail.com
185,Female,41,99,39,,eden53@hotmail.com
186,Male,30,99,97,,jhamill@gmail.com
187,Female,54,101,24,,mprohaska@hartmann.com
188,Male,28,101,68,,jlarkin@yahoo.com
189,Female,41,103,17,,kamren78@feeney.com
190,Female,36,103,85,,thompson.scot@yahoo.com
191,Female,34,103,23,,cole.antwan@gmail.com
192,Female,32,103,69,,christopher.deckow@goldner.info
193,Male,33,113,8,,duncan.prosacco@gmail.com
194,Female,38,113,91,,giovanny52@kautzer.com
195,Female,47,120,16,,elena22@lang.com
196,Female,35,120,79,,ortiz.bert@schimmel.com
197,Female,45,126,28,,kstracke@gmail.com
198,Male,32,126,74,,koepp.elisabeth@mann.org
199,Male,32,137,18,,hill.leland@kautzer.com
200,Male,30,137,83,,hwalker@yahoo.com
