CustomerID,Gender,Age,Annual Income (k$),Spending Score (1-100),,Customer Email
115,Female,18,65,48,,bergstrom.frankie@hotmail.com
116,Female,19,65,50,,langosh.richie@bashirian.com
117,Female,63,65,43,,leanna.kling@morar.com
118,Female,49,65,59,,barrett04@yahoo.com
119,Female,51,67,43,,reilly.seamus@hotmail.com
120,Female,50,67,57,,londricka@kassulke.com
121,Male,27,67,56,,ibahringer@hotmail.com
122,Female,38,67,40,,jrau@haag.com
123,Female,40,69,58,,beahan.mercedes@gmail.com
124,Male,39,69,91,,lola95@mckenzie.com
125,Female,23,70,29,,rubye.cummerata@cremin.org
126,Female,31,70,77,,lindsey88@yahoo.com
127,Male,43,71,35,,viviane.walter@will.com
128,Male,40,71,95,,liza43@yahoo.com
129,Male,59,71,11,,gilbert49@franecki.net
130,Male,38,71,75,,petra66@langworth.com
131,Male,47,71,9,,ihirthe@damore.com
132,Male,39,71,75,,rick.greenfelder@white.com
133,Female,25,72,34,,lawrence.borer@dickens.info
134,Female,31,72,71,,ublick@boyle.com
135,Male,20,73,5,,branson.mitchell@witting.com
136,Female,29,73,88,,xbednar@hotmail.com
137,Female,44,73,7,,albertha.schumm@gmail.com
138,Male,32,73,73,,pacocha.annetta@gmail.com
139,Male,19,74,10,,ihuels@lockman.info
140,Female,35,74,72,,claudie60@ratke.com
141,Female,57,75,5,,eemard@hotmail.com
142,Male,32,75,93,,champlin.edgardo@mayer.biz
143,Female,28,76,40,,dreichert@kub.com
144,Female,32,76,87,,priscilla.mante@yahoo.com
145,Male,25,77,12,,fredrick.kertzmann@yahoo.com
146,Male,28,77,97,,crooks.waylon@hotmail.com
147,Male,48,77,36,,becker.kenya@boehm.biz
148,Female,32,77,74,,maggie20@boyer.biz
149,Female,34,78,22,,santos59@schultz.com
150,Male,34,78,90,,dlegros@yahoo.com
151,Male,43,78,17,,schmitt.maria@swift.net
152,Male,39,78,88,,balistreri.derek@yundt.net
153,Female,44,78,20,,savannah07@yahoo.com
154,Female,38,78,76,,santos51@botsford.com
155,Female,47,78,16,,julien.purdy@hotmail.com
156,Female,27,78,89,,sipes.tyrel@hotmail.com
157,Male,37,78,1,,brown.lilyan@reichel.com
158,Female,30,78,78,,keanu.mclaughlin@hackett.net
159,Male,34,78,1,,koepp.earlene@greenfelder.org
160,Female,30,78,73,,keon.anderson@gmail.com
161,Female,56,79,35,,adella34@rohan.com
162,Female,29,79,83,,dcronin@kemmer.com
163,Male,19,81,5,,herman.heaney@nienow.biz
164,Female,31,81,93,,jude.casper@bins.com
165,Male,50,85,26,,lydia17@wisoky.biz
166,Female,36,85,75,,qking@mante.com
167,Male,42,86,20,,heaney.katheryn@effertz.com
168,Female,33,86,95,,ardith.baumbach@medhurst.com
169,Female,36,87,27,,coleman.murazik@kemmer.com
170,Male,32,87,63,,jast.eleonore@gmail.com
171,Male,40,87,13,,harrison.doyle@yahoo.com
172,Male,28,87,75,,christelle.jaskolski@bednar.com
173,Male,36,87,10,,sporer.michele@gmail.com
174,Male,36,87,92,,marcelino09@stehr.org
175,Female,52,88,13,,orpha72@yahoo.com
176,Female,30,88,86,,smitham.simone@gmail.com
177,Male,58,88,15,,tremaine62@gmail.com
178,Male,27,88,69,,harley.hegmann@hill.com
179,Male,59,93,14,,lind.zakary@kuvalis.com
180,Male,35,93,90,,kozey.austyn@bayer.com
181,Female,37,97,32,,klakin@hotmail.com
182,Female,32,97,86,,golden55@hotmail.com
183,Male,46,98,15,,kirk95@erdman.biz
184,Female,29,98,88,,kblock@wunsch.biz
185,Female,41,99,39,,jaime51@gmail.com
186,Male,30,99,97,,spencer.allan@bashirian.com
187,Female,54,101,24,,marvin.stanton@cartwright.info
188,Male,28,101,68,,bode.leonardo@mohr.com
189,Female,41,103,17,,ofritsch@johns.info
190,Female,36,103,85,,quitzon.zoey@reichert.com
191,Female,34,103,23,,alayna83@ullrich.com
192,Female,32,103,69,,kody80@gmail.com
193,Male,33,113,8,,shaina31@yahoo.com
194,Female,38,113,91,,nziemann@harvey.net
195,Female,47,120,16,,madilyn99@yahoo.com
196,Female,35,120,79,,crawford10@yahoo.com
197,Female,45,126,28,,schamberger.eduardo@yahoo.com
198,Male,32,126,74,,erick71@denesik.com
199,Male,32,137,18,,brandon31@durgan.info
200,Male,30,137,83,,clovis88@mante.com
